date,best_family,lambda_L,lambda_U,lambda_L_t,lambda_L_cl,AIC_best,AIC_gauss,regime
2001-09-30,Student-t,0.20766041034054533,0.20766041034054533,0.20766041034054533,6.496292184789622e-300,-1.6192021465997337,1.2986465507511107,Tail-dependent
2001-10-31,Gumbel,0.0,0.17507231594813022,0.20699550913487927,5.707930969217528e-22,-1.541753481293891,1.223578022544675,Tail-dependent
2001-11-30,Student-t,0.15731607270925443,0.15731607270925443,0.15731607270925443,6.496292184789622e-300,0.10889135670359673,1.9694219087029337,Tail-dependent
2001-12-31,Student-t,0.15578539773100739,0.15578539773100739,0.15578539773100739,6.496292184789622e-300,0.28905940511805817,1.9442941683304622,Tail-dependent
2002-01-31,Student-t,0.17069489842235472,0.17069489842235472,0.17069489842235472,6.496292184789622e-300,-0.30295278881109766,1.9522332728981322,Tail-dependent
2002-02-28,Student-t,0.1637287837445989,0.1637287837445989,0.1637287837445989,6.496292184789622e-300,-0.006836645606981051,1.9431731118348523,Tail-dependent
2002-03-31,Student-t,0.15708812909222838,0.15708812909222838,0.15708812909222838,6.496292184789622e-300,0.2699068736314971,1.9800109113755344,Tail-dependent
2002-04-30,Student-t,0.15953294882463276,0.15953294882463276,0.15953294882463276,6.496292184789622e-300,-0.1696758269673433,2.0000000000000053,Tail-dependent
2002-05-31,Student-t,0.16888247727673494,0.16888247727673494,0.16888247727673494,6.496292184789622e-300,-0.5585699618804743,1.9784106265747678,Tail-dependent
2002-06-30,Student-t,0.16965683652850527,0.16965683652850527,0.16965683652850527,6.496292184789622e-300,-1.6461383654870323,1.9570550255442827,Tail-dependent
2002-07-31,Student-t,0.14103594651879314,0.14103594651879314,0.14103594651879314,6.496292184789622e-300,-2.065651676179005,1.279466923321349,Tail-dependent
2002-08-31,Student-t,0.10030543469191527,0.10030543469191527,0.10030543469191527,6.496292184789622e-300,-1.4345551126322587,0.48354305160588074,Tail-dependent
2002-09-30,Student-t,0.08649393538487003,0.08649393538487003,0.08649393538487003,6.496292184789622e-300,-1.9971105570212497,-0.1330611321125441,Tail-dependent
